file_name,label
test1373.avi,Right
test1374.avi,Right
test1375.avi,Right
test1376.avi,Right
test1377.avi,Right
test1411.avi,Right
test1412.avi,Right
test1413.avi,Right
test1414.avi,Right
test1415.avi,Right
test1416.avi,Right
test1417.avi,Right
test1421.avi,Right
test1422.avi,Right
test1423.avi,Right
test1424.avi,Right
test1425.avi,Right
test1426.avi,Right
test1427.avi,Right
test1431.avi,Right
test1432.avi,Right
test1433.avi,Right
test1434.avi,Right
test1435.avi,Right
test1436.avi,Right
test1437.avi,Right
test1441.avi,Right
test1442.avi,Right
test1443.avi,Right
test1444.avi,Right
test1445.avi,Right
test1446.avi,Right
test1447.avi,Right
test1451.avi,Right
test1452.avi,Right
test1453.avi,Right
test1454.avi,Right
test1455.avi,Right
test1456.avi,Right
test1457.avi,Right
test1461.avi,Right
test1462.avi,Right
test1463.avi,Right
test1464.avi,Right
test1465.avi,Right
test1466.avi,Right
test1467.avi,Right
test1471.avi,Right
test1472.avi,Right
test1473.avi,Right
test1474.avi,Right
test1475.avi,Right
test1476.avi,Right
test1477.avi,Right
test1511.avi,Right
test1512.avi,Right
test1513.avi,Right
test1514.avi,Right
test1515.avi,Right
test1516.avi,Right
test1517.avi,Right
test1521.avi,Right
test1522.avi,Right
test1523.avi,Right
test1524.avi,Right
test1525.avi,Right
test1526.avi,Right
test1527.avi,Right
test1531.avi,Right
test1532.avi,Right
test1533.avi,Right
test1534.avi,Right
test1535.avi,Right
test1536.avi,Right
test1537.avi,Right
test1541.avi,Right
test1542.avi,Right
test1543.avi,Right
test1544.avi,Right
test1545.avi,Right
test1546.avi,Right
test1547.avi,Right
test1551.avi,Right
test1552.avi,Right
test1553.avi,Right
test1554.avi,Right
test1555.avi,Right
test1556.avi,Right
test1557.avi,Right
test1561.avi,Right
test1562.avi,Right
test1563.avi,Right
test1564.avi,Right
test1565.avi,Right
test1566.avi,Right
test1567.avi,Right
test1571.avi,Right
test1572.avi,Right
test1573.avi,Right
test1574.avi,Right
test1575.avi,Right
test1576.avi,Right
test1577.avi,Right
test1611.avi,Right
test1612.avi,Right
test1613.avi,Right
test1614.avi,Right
test1615.avi,Right
test1616.avi,Right
test1617.avi,Right
test1621.avi,Right
test1622.avi,Right
test1623.avi,Right
test1624.avi,Right
test1625.avi,Right
test1626.avi,Right
test1627.avi,Right
test1631.avi,Right
test1632.avi,Right
test1633.avi,Right
test1634.avi,Right
test1635.avi,Right
test1636.avi,Right
test1637.avi,Right
test1641.avi,Right
test1642.avi,Right
test1643.avi,Right
test1644.avi,Right
test1645.avi,Right
test1646.avi,Right
test1647.avi,Right
test1651.avi,Right
test1652.avi,Right
test1653.avi,Right
test1654.avi,Right
test1655.avi,Right
test1656.avi,Right
test1657.avi,Right
test1661.avi,Right
test1662.avi,Right
test1663.avi,Right
test1664.avi,Right
test1665.avi,Right
test1666.avi,Right
test1667.avi,Right
test1671.avi,Right
test1672.avi,Right
test1673.avi,Right
test1674.avi,Right
test1675.avi,Right
test1676.avi,Right
test1677.avi,Right
test1711.avi,Right
test1712.avi,Right
test1713.avi,Right
test1714.avi,Right
test1715.avi,Right
test1716.avi,Right
test1717.avi,Right
test1721.avi,Right
test1722.avi,Right
test1723.avi,Right
test1724.avi,Right
test1725.avi,Right
test1726.avi,Right
test1727.avi,Right
test1731.avi,Right
test1732.avi,Right
test1733.avi,Right
test1734.avi,Right
test1735.avi,Right
test1736.avi,Right
test1737.avi,Right
test1741.avi,Right
test1742.avi,Right
test1743.avi,Right
test1744.avi,Right
test1745.avi,Right
test1746.avi,Right
test1747.avi,Right
test1751.avi,Right
test1752.avi,Right
test1753.avi,Right
test1754.avi,Right
test1755.avi,Right
test1756.avi,Right
test1757.avi,Right
test1761.avi,Right
test1762.avi,Right
test1763.avi,Right
test1764.avi,Right
test1765.avi,Right
test1766.avi,Right
test1767.avi,Right
test1771.avi,Right
test1772.avi,Right
test1773.avi,Right
test1774.avi,Right
test1775.avi,Right
test1776.avi,Right
test1777.avi,Right
test2111.avi,Left
test2112.avi,Left
test2113.avi,Left
test2114.avi,Left
test2115.avi,Left
test2116.avi,Left
test2117.avi,Left
test2121.avi,Left
test2122.avi,Left
test2123.avi,Left
test2124.avi,Left
test2125.avi,Left
test2126.avi,Left
test2127.avi,Left
test2131.avi,Left
test2132.avi,Left
test2133.avi,Left
test2134.avi,Left
test2135.avi,Left
test2136.avi,Left
test2137.avi,Left
test2141.avi,Left
test2142.avi,Left
test2143.avi,Left
test2144.avi,Left
test2145.avi,Left
test2146.avi,Left
test2147.avi,Left
test2151.avi,Left
test2152.avi,Left
test2153.avi,Left
test2154.avi,Left
test2155.avi,Left
test2156.avi,Left
test2157.avi,Left
test2161.avi,Left
test2162.avi,Left
test2163.avi,Left
test2164.avi,Left
test2165.avi,Left
test2166.avi,Left
test2167.avi,Left
test2171.avi,Left
test2172.avi,Left
test2173.avi,Left
test2174.avi,Left
test2175.avi,Left
test2176.avi,Left
test2177.avi,Left
test2211.avi,Left
test2212.avi,Left
test2213.avi,Left
test2214.avi,Left
test2215.avi,Left
test2216.avi,Left
test2217.avi,Left
test2221.avi,Left
test2222.avi,Left
test2223.avi,Left
test2224.avi,Left
test2225.avi,Left
test2226.avi,Left
test2227.avi,Left
test2231.avi,Left
test2232.avi,Left
test2233.avi,Left
test2234.avi,Left
test2235.avi,Left
test2236.avi,Left
test2237.avi,Left
test2241.avi,Left
test2242.avi,Left
test2243.avi,Left
test2244.avi,Left
test2245.avi,Left
test2246.avi,Left
test2247.avi,Left
test2251.avi,Left
test2252.avi,Left
test2253.avi,Left
test2254.avi,Left
test2255.avi,Left
test2256.avi,Left
test2257.avi,Left
test2261.avi,Left
test2262.avi,Left
test2263.avi,Left
test2264.avi,Left
test2265.avi,Left
test2266.avi,Left
test2267.avi,Left
test2271.avi,Left
test2272.avi,Left
test2273.avi,Left
test2274.avi,Left
test2275.avi,Left
test2276.avi,Left
test2277.avi,Left
test2311.avi,Left
test2312.avi,Left
test2313.avi,Left
test2314.avi,Left
test2315.avi,Left
test2316.avi,Left
test2317.avi,Left
test2321.avi,Left
test2322.avi,Left
test2323.avi,Left
test2324.avi,Left
test2325.avi,Left
test2326.avi,Left
test2327.avi,Left
test2331.avi,Left
test2332.avi,Left
test2333.avi,Left
test2334.avi,Left
test2335.avi,Left
test2336.avi,Left
test2337.avi,Left
test2341.avi,Left
test2342.avi,Left
test2343.avi,Left
test2344.avi,Left
test2345.avi,Left
test2346.avi,Left
test2347.avi,Left
test2351.avi,Left
test2352.avi,Left
test2353.avi,Left
test2354.avi,Left
test2355.avi,Left
test2356.avi,Left
test2357.avi,Left
test2361.avi,Left
test2362.avi,Left
test2363.avi,Left
test2364.avi,Left
test2365.avi,Left
test2366.avi,Left
test2367.avi,Left
test2371.avi,Left
test2372.avi,Left
test2373.avi,Left
test2374.avi,Left
test2375.avi,Left
test2376.avi,Left
test2377.avi,Left
test2411.avi,Left
test2412.avi,Left
test2413.avi,Left
test2414.avi,Left
test2415.avi,Left
test2416.avi,Left
test2417.avi,Left
test2421.avi,Left
test2422.avi,Left
test2423.avi,Left
test2424.avi,Left
test2425.avi,Left
test2426.avi,Left
test2427.avi,Left
test2431.avi,Left
test2432.avi,Left
test2433.avi,Left
test2434.avi,Left
test2435.avi,Left
test2436.avi,Left
test2437.avi,Left
test2441.avi,Left
test2442.avi,Left
test2443.avi,Left
test2444.avi,Left
test2445.avi,Left
test2446.avi,Left
test2447.avi,Left
test2451.avi,Left
test2452.avi,Left
test2453.avi,Left
test2454.avi,Left
test2455.avi,Left
test2456.avi,Left
test2457.avi,Left
test2461.avi,Left
test2462.avi,Left
test2463.avi,Left
test2464.avi,Left
test2465.avi,Left
test2466.avi,Left
test2467.avi,Left
test2471.avi,Left
test2472.avi,Left
test2473.avi,Left
test2474.avi,Left
test2475.avi,Left
test2476.avi,Left
test2477.avi,Left
test2511.avi,Left
test2512.avi,Left
test2513.avi,Left
test2514.avi,Left
test2515.avi,Left
test2516.avi,Left
test2517.avi,Left
test2521.avi,Left
test2522.avi,Left
test2523.avi,Left
test2524.avi,Left
test2525.avi,Left
test2526.avi,Left
test2527.avi,Left
test2531.avi,Left
test2532.avi,Left
test2533.avi,Left
test2534.avi,Left
test2535.avi,Left
test2536.avi,Left
test2537.avi,Left
test2541.avi,Left
test2542.avi,Left
test2543.avi,Left
test2544.avi,Left
test2545.avi,Left
test2546.avi,Left
test2547.avi,Left
test2551.avi,Left
test2552.avi,Left
test2553.avi,Left
test2554.avi,Left
test2555.avi,Left
test2556.avi,Left
test2557.avi,Left
test2561.avi,Left
test2562.avi,Left
test2563.avi,Left
test2564.avi,Left
test2565.avi,Left
test2566.avi,Left
test2567.avi,Left
test2571.avi,Left
test2572.avi,Left
test2573.avi,Left
test2574.avi,Left
test2575.avi,Left
test2576.avi,Left
test2577.avi,Left
test2611.avi,Left
test2612.avi,Left
test2613.avi,Left
test2614.avi,Left
test2615.avi,Left
test2616.avi,Left
test2617.avi,Left
test2621.avi,Left
test2622.avi,Left
test2623.avi,Left
test2624.avi,Left
test2625.avi,Left
test2626.avi,Left
test2627.avi,Left
test2631.avi,Left
test2632.avi,Left
test2633.avi,Left
test2634.avi,Left
test2635.avi,Left
test2636.avi,Left
test2637.avi,Left
test2641.avi,Left
test2642.avi,Left
test2643.avi,Left
test2644.avi,Left
test2645.avi,Left
test2646.avi,Left
test2647.avi,Left
test2651.avi,Left
test2652.avi,Left
test2653.avi,Left
test2654.avi,Left
test2655.avi,Left
test2656.avi,Left
test2657.avi,Left
test2661.avi,Left
test2662.avi,Left
test2663.avi,Left
test2664.avi,Left
test2665.avi,Left
test2666.avi,Left
test2667.avi,Left
test2671.avi,Left
test2672.avi,Left
test2673.avi,Left
test2674.avi,Left
test2675.avi,Left
test2676.avi,Left
test2677.avi,Left
test2711.avi,Left
test2712.avi,Left
test2713.avi,Left
test2714.avi,Left
test2715.avi,Left
test2716.avi,Left
test2717.avi,Left
test2721.avi,Left
test2722.avi,Left
test2723.avi,Left
test2724.avi,Left
test2725.avi,Left
test2726.avi,Left
test2727.avi,Left
test2731.avi,Left
test2732.avi,Left
test2733.avi,Left
test2734.avi,Left
test2735.avi,Left
test2736.avi,Left
test2737.avi,Left
test2741.avi,Left
test2742.avi,Left
test2743.avi,Left
test2744.avi,Left
test2745.avi,Left
test2746.avi,Left
test2747.avi,Left
test2751.avi,Left
test2752.avi,Left
test2753.avi,Left
test2754.avi,Left
test2755.avi,Left
test2756.avi,Left
test2757.avi,Left
test2761.avi,Left
test2762.avi,Left
test2763.avi,Left
test2764.avi,Left
test2765.avi,Left
test2766.avi,Left
test2767.avi,Left
test2771.avi,Left
test2772.avi,Left
test2773.avi,Left
test2774.avi,Left
test2775.avi,Left
test2776.avi,Left
test2777.avi,Left
